,x1,x2,x3,x4,y
1380,9.88,40.0,1021.4,92.06,481.58
1381,8.74,36.3,1015.18,61.97,438.63
1382,21.9,55.5,1018.85,60.27,456.52
1383,31.54,77.24,1007.83,62.98,430.07
1384,32.31,66.44,1009.6,63.92,428.44
1385,10.05,37.14,1012.64,75.97,474.16
1386,12.87,39.3,1019.26,71.55,471.48
1387,28.33,68.14,1004.63,71.21,431.27
1388,24.72,77.54,1008.39,81.03,438.52
1389,24.28,68.31,1009.94,77.08,440.07
1390,24.19,46.93,1013.4,49.39,446.3
1391,26.31,63.77,1014.15,69.36,440.1
1392,27.24,66.75,1017.78,69.6,433.65
1393,16.78,58.95,1017.74,96.24,450.02
1394,10.99,44.63,1020.67,90.09,473.29
1395,24.8,64.63,1020.69,55.74,447.82
1396,14.84,41.48,1017.26,63.42,460.3
1397,27.89,70.94,1007.54,49.18,435.21
1398,24.34,59.54,1004.01,87.07,440.63
1399,30.93,73.42,1010.98,56.42,432.44
1400,24.27,74.99,1007.73,82.49,438.26
1401,26.11,52.36,1013.9,59.62,453.76
1402,25.59,61.08,1013.19,77.28,443.91
1403,19.65,44.89,1009.76,75.36,451.35
1404,13.83,42.86,1030.77,75.09,470.21
1405,10.29,40.0,1021.46,90.6,479.58
1406,28.57,65.27,1013.27,51.11,440.51
1407,17.03,58.49,1011.91,92.16,460.48
1408,15.34,41.23,996.87,86.56,465.16
1409,25.53,62.96,1019.81,59.7,444.38
1410,30.96,64.44,1013.63,49.64,437.61
1411,9.33,39.96,1024.55,98.58,473.78
1412,18.44,45.38,1014.3,86.02,461.99
1413,15.7,42.99,1007.51,76.05,464.59
1414,10.38,40.92,1021.53,95.18,466.46
1415,27.01,43.21,1011.71,77.84,434.09
1416,27.29,71.32,1006.39,81.59,435.25
1417,15.4,38.73,1000.67,79.71,469.18
1418,23.31,60.08,1017.14,64.35,452.65
1419,11.94,40.66,1016.61,96.11,467.99
1420,5.75,42.07,1004.24,78.23,485.23
1421,18.61,44.06,1016.91,75.01,452.68
1422,21.98,55.97,1009.12,89.51,442.65
1423,13.41,45.0,1021.65,45.24,478.96
1424,33.7,68.27,1007.16,50.41,427.4
1425,32.18,65.74,1010.89,46.52,435.58
1426,13.98,44.84,1023.6,89.09,462.81
1427,8.33,39.72,1020.24,82.84,479.12
1428,11.68,40.23,1018.49,83.43,475.47
1429,25.15,68.51,1013.25,72.31,440.96
1430,21.53,59.8,1016.46,74.72,454.99
1431,23.48,70.79,1006.7,88.57,432.25
1432,30.39,70.98,1007.55,72.76,435.48
1433,20.57,63.78,1016.76,74.0,449.93
1434,18.76,52.9,1016.27,64.7,458.26
1435,19.88,47.03,1012.27,91.99,456.44
1436,21.36,52.3,1007.95,79.38,448.13
1437,9.21,39.72,1019.54,74.44,478.96
1438,14.28,37.2,1013.96,82.71,467.44
1439,25.52,61.25,1012.84,75.98,435.48
1440,23.99,58.62,1016.91,66.36,449.4
1441,35.56,68.94,1006.56,38.75,429.69
1442,16.59,43.56,1012.88,59.61,465.03
1443,27.55,63.13,1012.92,71.29,440.75
1444,26.54,71.14,1007.52,72.04,431.31
1445,5.66,40.62,1015.87,84.97,485.18
1446,13.18,40.83,1007.67,95.44,472.36
1447,10.06,34.69,1027.9,71.73,477.68
1448,10.04,39.13,1011.26,88.91,474.61
1449,4.44,38.44,1016.14,75.35,486.53
1450,31.62,64.05,1010.94,58.93,439.09
1451,14.38,44.84,1024.59,81.68,471.6
1452,24.15,71.73,1009.76,85.16,436.55
1453,13.72,49.83,1006.88,89.49,463.65
1454,11.87,40.55,1019.06,94.11,473.79
1455,25.52,67.17,1007.33,85.12,440.02
1456,25.52,63.94,1017.81,41.54,440.32
1457,27.62,67.51,1012.38,60.25,442.13
1458,25.31,60.75,1008.65,79.35,437.33
1459,24.7,58.46,1015.58,68.64,439.7
1460,9.93,41.62,1013.76,96.02,464.64
1461,18.58,44.6,1016.61,48.15,459.06
1462,9.19,40.62,1017.78,68.91,475.42
1463,32.19,69.13,1000.45,48.22,425.21
1464,26.71,76.86,1002.86,74.5,437.31
1465,24.93,47.01,1015.12,64.8,455.39
1466,15.75,39.16,1016.31,77.99,468.87
1467,17.81,37.2,1011.98,67.27,470.97
1468,22.26,44.89,1009.51,78.93,447.07
1469,10.32,42.28,1008.82,75.66,481.09
1470,22.08,69.94,1008.41,72.86,441.57
1471,13.21,40.56,1018.12,64.49,475.86
1472,23.19,48.6,1002.38,61.19,445.52
1473,31.31,64.44,1014.24,51.08,438.14
1474,28.76,69.48,1008.62,55.86,430.14
1475,10.74,43.67,1011.75,80.1,477.32
1476,18.13,66.86,1012.9,78.84,454.85
1477,23.04,63.86,1019.83,59.78,446.22
1478,15.3,38.62,1017.19,70.63,462.65
1479,14.22,39.39,1014.16,80.22,470.98
1480,26.27,58.33,1013.81,60.43,438.82
1481,26.1,63.56,1013.12,61.0,442.75
1482,17.78,58.95,1016.32,89.61,450.89
1483,18.34,50.59,1018.42,83.95,457.17
1484,8.95,36.18,1014.08,76.94,478.07
1485,6.99,39.37,1020.19,75.06,487.18
1486,24.43,59.87,1019.08,60.57,441.61
1487,14.8,40.2,1012.87,88.35,466.27
1488,7.91,38.56,1016.48,68.94,485.95
1489,11.86,39.85,1013.0,66.92,478.29
1490,14.47,42.86,1031.55,66.73,466.64
1491,27.29,64.45,1013.46,45.35,446.94
1492,16.09,44.71,1017.86,42.74,464.95
1493,9.46,36.66,1026.22,72.58,479.06
1494,20.03,60.77,1017.23,87.82,449.31
1495,7.77,40.27,1010.25,83.65,485.54
1496,24.16,48.98,1015.19,42.55,459.27
1497,27.05,77.95,1009.57,76.56,434.09
1498,25.61,52.36,1014.1,62.9,451.42
1499,14.26,44.47,1028.81,72.19,465.77
1500,18.76,44.71,1015.15,30.83,462.18
1501,33.95,80.18,1010.3,56.69,432.22
1502,11.21,41.06,1021.75,77.0,474.03
1503,27.47,66.86,1006.1,70.2,437.45
1504,23.23,60.32,1016.73,78.35,447.09
1505,15.04,38.01,1022.46,78.29,468.12
1506,22.93,62.26,1011.25,83.66,438.34
1507,25.41,65.12,1016.01,53.39,442.86
1508,29.09,72.43,1006.86,65.47,427.3
1509,25.77,69.04,1009.66,65.49,445.35
1510,10.01,40.78,1023.71,88.11,470.82
1511,12.27,39.82,1012.18,85.58,477.54
1512,23.75,60.29,1017.36,64.04,449.57
1513,21.89,74.93,1016.11,77.88,448.47
1514,29.89,65.74,1012.95,51.36,438.24
1515,19.65,63.91,1009.26,99.08,444.9
1516,18.41,44.9,1008.97,73.81,453.12
1517,20.66,41.54,1014.68,79.7,461.55
1518,19.98,60.77,1017.72,90.71,448.46
1519,19.02,44.85,1014.57,43.37,465.42
1520,20.31,49.69,1011.57,69.03,455.37
1521,8.43,40.6,1015.39,91.81,483.1
1522,20.8,69.45,1013.7,82.48,443.77
1523,14.04,40.56,1018.4,65.79,472.98
1524,24.56,51.86,1014.43,68.85,447.57
1525,12.0,41.17,1019.48,58.71,474.4
1526,11.83,44.6,1018.49,89.06,469.96
1527,7.95,41.26,1008.48,97.92,480.6
1528,24.78,66.49,1010.55,68.12,436.62
1529,14.03,44.88,1019.6,57.63,465.51
1530,3.69,38.44,1016.74,82.87,490.78
1531,27.5,68.24,1010.38,73.44,430.9
1532,26.08,52.3,1007.03,63.34,442.44
1533,31.32,71.29,1008.37,50.07,430.46
1534,31.26,70.36,1006.49,60.47,438.15
1535,23.65,66.05,1019.6,78.21,442.9
1536,22.59,70.32,1007.07,74.39,437.39
1537,23.01,58.79,1009.71,84.22,444.64
1538,20.71,49.69,1010.26,69.97,455.69
1539,30.02,73.5,1010.52,44.91,429.84
1540,7.11,39.9,1008.82,87.76,484.21
1541,14.42,44.66,1016.1,93.89,461.34
1542,24.74,59.39,1015.23,74.64,437.49
1543,10.46,37.5,1013.12,76.74,472.16
1544,24.56,71.94,1006.81,89.59,437.97
1545,25.2,63.76,1009.78,64.96,438.15
1546,14.87,42.18,1015.23,74.41,465.89
1547,26.91,65.34,1014.19,50.7,443.6
1548,9.37,40.11,1024.94,75.03,471.13
1549,23.04,74.99,1005.44,92.86,437.65
1550,26.53,69.71,1009.88,76.26,446.17
1551,24.37,70.02,1010.97,71.97,443.53
1552,22.77,59.92,1009.67,94.09,437.9
1553,9.94,41.44,1015.21,87.02,481.24
1554,27.12,70.32,1009.94,52.67,429.08
1555,29.23,75.6,1017.72,52.26,438.92
1556,23.56,67.79,1010.14,89.72,441.29
1557,26.67,59.44,1012.01,58.83,441.29
1558,25.19,64.44,1014.75,64.38,444.35
1559,27.3,57.19,1008.08,63.48,438.65
1560,21.41,54.2,1011.37,82.28,448.11
1561,14.42,41.16,1004.32,88.42,467.25
1562,14.73,58.2,1019.45,82.48,458.56
1563,9.75,40.81,1026.0,84.44,481.95
1564,25.54,48.41,1010.51,55.34,437.58
1565,11.54,40.77,1022.13,83.5,465.61
1566,20.23,52.05,1012.15,47.49,457.57
1567,28.15,71.25,1000.51,81.04,431.28
1568,11.01,40.05,1015.46,89.22,474.2
1569,21.04,74.87,1009.09,88.25,443.44
1570,7.49,36.08,1020.27,85.69,483.26
1571,31.92,69.13,1000.77,58.91,425.19
1572,24.88,51.43,1011.28,67.38,441.03
1573,28.51,74.78,1009.84,59.06,434.43
1574,14.72,41.23,997.91,82.69,467.11
1575,26.45,75.6,1017.42,74.5,436.89
1576,29.85,71.58,1010.04,58.66,432.26
1577,26.94,65.61,1014.31,49.73,443.9
1578,14.86,37.85,1010.58,86.8,467.71
1579,24.91,58.69,1008.22,82.81,435.96
1580,16.5,44.2,1018.94,63.59,458.3
1581,30.92,59.57,1010.87,62.43,440.96
1582,16.73,43.79,1016.25,73.58,468.87
1583,9.59,37.14,1013.8,72.85,474.74
1584,8.05,40.8,1028.01,89.56,483.43
1585,21.08,70.32,1011.39,88.79,440.59
1586,27.0,59.15,1013.12,61.39,440.58
1587,32.48,69.89,1013.98,46.39,434.13
1588,7.92,41.66,1014.84,76.12,483.38
1589,7.25,41.14,1024.99,95.85,477.45
1590,14.18,40.69,1014.73,74.88,471.52
1591,9.22,40.92,1021.83,85.43,474.51
1592,25.43,70.17,1000.46,87.84,436.43
1593,18.61,47.83,1006.43,78.89,454.21
1594,28.5,73.77,1002.82,86.38,431.7
1595,29.39,69.89,1013.92,47.36,434.27
1596,9.0,36.3,1027.11,75.89,480.31
1597,13.41,45.0,1022.31,76.29,475.9
1598,29.42,79.74,1007.24,61.26,437.61
1599,19.15,56.53,1019.95,84.1,456.4
1600,21.81,60.27,1015.93,91.38,441.85
1601,10.48,36.71,1023.18,81.37,473.3
1602,7.31,43.02,1014.19,86.43,484.82
1603,5.63,39.22,1013.35,77.67,486.83
1604,15.99,39.63,1006.09,89.92,464.95
1605,10.24,41.58,1021.17,94.34,465.86
1606,18.73,46.48,1007.19,79.23,450.74
1607,31.54,71.06,1008.4,71.77,431.87
1608,22.63,58.49,1010.94,72.7,448.38
1609,28.09,70.02,1010.84,51.29,437.83
1610,23.19,45.61,1013.18,73.46,454.62
1611,20.37,60.08,1017.44,76.33,454.47
1612,24.56,58.82,1011.42,72.47,442.76
1613,24.05,72.24,1011.32,88.94,437.81
1614,31.53,70.36,1006.29,57.11,438.71
1615,25.38,65.34,1012.87,62.49,447.41
1616,27.5,65.34,1014.93,47.46,439.59
1617,14.64,39.58,1011.46,71.9,467.8
1618,35.03,68.27,1006.55,43.82,426.22
1619,24.87,65.75,1006.45,65.75,435.6
1620,21.28,70.32,1011.55,88.05,438.7
1621,15.89,38.73,1001.45,74.37,465.76
1622,17.74,49.69,1006.09,80.7,457.05
1623,8.77,40.77,1011.54,89.58,480.56
1624,21.39,51.3,1013.39,89.05,452.7
1625,15.86,43.5,1021.22,75.38,459.42
1626,23.48,51.43,1007.13,84.83,441.78
1627,10.14,42.02,1003.19,96.51,472.17
1628,16.18,50.88,1014.06,100.09,455.14
1629,11.31,42.02,1001.18,94.86,471.26
1630,28.32,77.95,1014.61,77.17,436.97
1631,27.33,68.94,1007.04,61.83,431.96
1632,23.66,67.17,1007.24,87.56,443.43
1633,18.28,45.0,1022.47,43.03,471.42
1634,26.85,73.77,1001.2,90.13,431.24
1635,9.05,36.3,1027.44,74.85,479.43
1636,16.41,41.48,1016.28,45.19,451.93
1637,26.54,69.34,1009.5,87.18,435.51
1638,9.44,40.0,1015.62,81.16,471.32
1639,16.09,48.78,1015.78,91.12,454.23
1640,15.4,40.69,1015.1,70.25,471.66
1641,9.15,44.03,1012.45,81.67,474.26
1642,22.95,70.98,1005.36,93.76,438.83
1643,27.71,54.2,1012.72,47.25,440.74
1644,28.52,70.72,1009.64,66.76,437.72
1645,23.06,56.85,1012.5,64.03,440.03
1646,28.43,69.59,1008.79,73.33,439.26
1647,10.67,45.0,1022.99,85.91,481.83
1648,6.81,37.49,1010.74,88.25,482.21
1649,18.31,42.23,1012.88,79.32,464.45
1650,18.13,39.72,1002.75,58.85,455.81
1651,23.99,50.32,1008.41,67.4,444.23
1652,18.87,60.07,1015.15,70.91,453.27
1653,15.86,43.67,1011.11,82.24,465.46
1654,20.55,46.21,1013.21,73.18,448.66
1655,26.63,74.16,1009.72,83.26,436.03
1656,13.74,45.08,1024.97,84.79,466.79
1657,32.39,79.74,1006.92,58.58,430.12
1658,23.64,63.31,1014.5,61.83,440.7
1659,17.54,58.49,1012.35,91.56,453.02
1660,15.34,41.96,1012.08,100.12,468.33
1661,8.6,40.77,1011.8,89.45,480.82
1662,4.61,40.27,1012.32,77.28,492.85
1663,30.44,68.84,1010.97,55.34,438.31
1664,13.44,41.14,1026.41,77.26,461.44
1665,27.88,68.94,1007.68,75.68,435.04
1666,7.28,38.56,1018.96,67.98,485.57
1667,19.09,66.51,1015.11,76.38,458.41
1668,15.24,37.87,1020.52,84.49,463.09
1669,28.15,71.94,1006.73,68.21,427.69
1670,26.94,62.91,1011.68,41.3,449.1
1671,22.1,74.87,1009.4,85.78,442.83
1672,9.37,44.77,1020.61,87.31,474.41
1673,6.77,40.78,1024.86,96.58,478.24
1674,31.12,69.13,1009.61,56.54,429.41
1675,20.03,62.26,1012.15,82.54,447.4
1676,28.5,79.74,1006.75,87.09,433.08
1677,24.35,59.21,1018.21,54.46,444.35
1678,21.34,59.8,1016.92,77.06,450.74
1679,4.96,39.4,1003.58,92.22,486.09
1680,26.68,68.08,1011.41,67.33,433.04
1681,17.55,45.87,1008.07,80.98,454.29
1682,18.26,61.27,1019.1,74.74,428.67
1683,20.46,51.43,1010.06,83.79,456.7
1684,16.42,40.56,1020.36,50.62,472.17
1685,26.57,73.21,1002.31,92.51,431.68
1686,26.16,52.36,1013.62,58.52,453.08
1687,15.58,40.66,1016.34,87.42,460.61
1688,17.92,44.2,1018.97,53.8,455.37
1689,10.72,39.35,1015.35,86.43,480.18
1690,12.74,41.38,1021.92,56.67,475.63
1691,10.29,41.74,1019.9,80.51,480.62
1692,25.07,60.27,1018.13,70.33,439.52
1693,9.04,44.68,1023.14,90.73,479.53
1694,7.53,41.74,1022.45,90.85,487.25
1695,27.69,69.98,1008.52,60.93,433.47
1696,29.45,75.6,1018.12,50.68,437.31
1697,8.99,41.26,1020.52,91.96,476.09
1698,20.34,46.63,1013.16,79.08,453.62
1699,26.65,73.18,1012.27,83.12,437.7
1700,14.54,41.16,1000.0,81.34,463.9
1701,27.09,59.15,1013.02,55.18,438.9
1702,12.99,41.93,1020.25,74.64,472.95
1703,23.55,65.12,1016.23,66.65,446.44
1704,16.85,39.64,1008.82,80.81,464.2
1705,28.39,51.43,1011.74,47.54,449.63
1706,13.74,41.16,1010.74,87.69,473.19
1707,16.52,53.16,1014.68,76.82,457.81
1708,32.07,71.29,1008.43,44.95,426.96
1709,32.37,68.67,1005.45,47.98,430.35
1710,18.55,52.84,1004.45,86.82,450.23
1711,27.46,68.08,1013.06,46.49,433.72
1712,8.42,40.64,1022.35,96.38,476.29
1713,19.58,50.12,1009.82,100.1,449.44
1714,22.1,71.29,1008.2,75.38,442.35
1715,26.08,57.32,1012.2,47.06,441.32
1716,8.24,39.61,1017.99,78.42,477.9
1717,24.02,64.63,1020.49,55.17,449.66
1718,23.05,62.52,1016.5,65.65,449.98
1719,28.92,72.43,1007.03,66.14,431.5
1720,23.37,63.77,1013.42,76.44,443.86
1721,30.01,69.13,1010.11,62.42,425.75
1722,12.65,44.03,1007.13,85.23,466.01
1723,26.21,70.32,1007.0,78.29,430.4
1724,20.37,44.58,1016.77,66.22,463.2
1725,28.46,73.67,1005.67,71.21,429.15
1726,14.84,44.63,1019.28,57.37,466.0
1727,20.85,59.21,1012.9,75.97,444.44
1728,6.49,36.3,1016.52,69.1,483.43
1729,27.73,67.69,1007.47,59.42,431.72
1730,23.41,54.42,1012.86,70.12,454.68
1731,26.12,63.31,1013.97,51.6,439.77
1732,30.35,77.17,1009.55,63.62,432.75
1733,25.91,67.07,1005.66,60.12,441.74
1734,18.87,43.43,1009.16,69.5,454.58
1735,24.8,61.02,1009.86,71.75,438.96
1736,24.14,60.07,1016.56,58.08,440.17
1737,23.79,50.16,1005.32,75.82,435.49
1738,26.44,59.15,1013.35,60.71,439.65
1739,27.44,59.74,1010.99,56.42,452.0
1740,13.89,35.71,1016.4,65.49,468.54
1741,22.12,60.37,1008.75,92.13,439.18
1742,23.95,66.48,1003.55,73.68,431.87
1743,28.37,75.6,1017.48,55.19,439.25
1744,18.11,58.95,1016.61,89.17,454.29
1745,28.18,64.84,1009.22,56.04,443.65
1746,13.2,45.01,1013.96,78.78,466.71
1747,18.41,62.1,1020.4,78.1,457.14
1748,18.19,44.06,1017.24,78.73,456.13
1749,13.76,45.08,1023.77,80.48,469.74
1750,32.2,72.29,1008.61,69.94,432.52
1751,27.01,52.3,1007.78,60.38,439.51
1752,7.46,41.26,1009.63,96.51,482.83
1753,12.2,39.72,1018.07,54.83,471.33
1754,24.86,44.05,1005.69,66.65,447.2
1755,15.23,44.9,1007.75,81.34,456.07
1756,16.81,45.87,1008.7,98.0,455.96
1757,18.14,43.56,1012.83,47.1,461.71
1758,18.32,42.18,1002.27,95.99,458.46
1759,29.04,70.72,1009.55,66.58,437.95
1760,26.38,44.89,1009.14,51.79,442.13
1761,16.85,41.35,1006.14,79.21,463.37
1762,27.06,61.41,1011.99,45.23,452.85
1763,11.21,40.75,1016.45,86.14,479.2
1764,25.21,60.37,1006.01,73.14,436.23
1765,21.08,44.05,1008.13,72.52,449.6
1766,8.16,39.64,1011.21,85.56,481.78
1767,11.71,41.44,1015.37,79.95,474.22
1768,17.75,55.5,1020.15,81.26,459.43
1769,24.27,61.47,1007.84,80.85,448.66
1770,9.26,39.61,1021.18,84.58,480.38
1771,26.81,56.57,1013.68,61.6,442.94
1772,16.76,43.77,1012.25,77.95,457.0
1773,20.71,45.61,1013.64,82.39,457.4
1774,7.68,39.96,1023.73,87.48,477.84
1775,28.35,70.32,1009.22,47.13,427.21
1776,26.24,49.82,1014.9,55.58,452.41
1777,32.45,66.44,1011.21,50.18,429.99
1778,10.59,25.36,1009.59,100.16,470.96
1779,6.69,40.64,1020.54,92.83,483.01
1780,24.43,72.43,1008.03,85.56,434.71
1781,23.25,63.78,1016.01,72.01,448.82
1782,10.57,36.71,1022.62,80.49,473.88
1783,23.84,49.21,1013.35,45.4,446.54
1784,21.96,51.43,1007.28,89.96,442.87
1785,21.45,66.05,1014.81,73.73,453.38
1786,12.31,40.64,1020.71,94.6,475.65
1787,29.13,47.93,1002.5,49.1,435.61
1788,27.18,62.66,1009.89,52.83,442.16
1789,22.86,60.08,1017.2,67.11,452.34
1790,9.8,41.82,1032.98,67.55,473.72
1791,30.33,68.67,1006.0,54.99,435.53
1792,29.08,70.83,1007.98,51.95,430.91
1793,9.77,41.44,1017.69,78.26,481.74
1794,12.8,39.16,1015.94,89.83,472.47
1795,26.53,54.2,1012.9,66.73,439.96
1796,19.31,60.07,1014.86,69.37,453.47
1797,20.38,62.52,1017.85,75.56,456.56
1798,14.31,40.78,1024.3,76.41,463.54
1799,14.3,54.3,1015.16,75.29,464.9
1800,16.57,53.82,1015.17,63.69,462.52
1801,32.15,72.29,1010.13,50.19,435.71
1802,29.98,47.93,1002.46,42.73,438.79
1803,19.66,42.18,1001.51,95.75,454.46
1804,20.36,65.27,1011.73,70.8,445.67
1805,10.07,44.68,1023.44,90.95,477.52
1806,25.72,74.67,1016.64,75.93,434.83
1807,18.68,52.84,1004.65,88.27,450.19
1808,28.45,52.84,1006.18,43.16,439.86
1809,7.16,38.56,1019.17,70.1,486.12
1810,10.31,39.82,1012.87,88.71,480.61
1811,23.63,65.59,1013.1,76.95,440.56
1812,15.34,40.73,1018.03,86.19,458.55
1813,28.97,73.5,1010.47,48.24,435.22
1814,27.37,65.06,1013.09,50.92,440.5
1815,26.72,56.9,1007.12,58.54,435.16
1816,23.36,72.24,1010.99,94.41,434.15
1817,8.61,41.04,1024.81,95.6,473.62
1818,21.47,60.93,1006.46,87.83,442.75
1819,22.3,44.57,1008.48,67.58,449.74
1820,20.13,43.43,1009.75,66.16,453.47
1821,24.1,68.61,1010.97,74.87,443.75
1822,26.31,44.57,1007.51,52.6,452.73
1823,13.4,41.58,1020.5,71.17,461.54
1824,16.82,45.0,1022.05,37.28,468.22
1825,26.13,47.93,1002.81,66.19,441.28
1826,27.71,69.51,1009.65,58.38,435.04
1827,6.57,42.07,1004.48,74.82,483.86
1828,18.6,56.85,1012.34,80.24,450.26
1829,18.56,42.28,1007.75,60.89,462.05
1830,10.62,39.64,1010.65,62.15,477.07
1831,32.55,70.94,1006.75,43.15,432.07
1832,25.24,68.67,1006.76,76.95,442.29
1833,9.18,42.44,1014.52,98.04,480.49
1834,6.92,43.13,1018.26,89.23,486.36
1835,22.7,48.14,1014.06,60.09,448.96
1836,11.67,40.23,1017.65,82.48,475.07
1837,27.39,67.07,1006.17,58.2,441.45
1838,19.58,52.9,1017.46,64.64,458.28
1839,26.16,59.87,1013.24,71.92,446.73
1840,3.99,39.64,1011.53,83.58,492.06
1841,17.03,43.99,1021.5,82.32,460.25
1842,6.04,41.14,1027.92,87.12,481.37
1843,19.19,63.31,1016.88,66.58,453.16
1844,27.06,72.58,1009.24,90.31,429.18
1845,21.47,50.12,1009.19,93.68,448.11
1846,13.08,43.14,1019.39,99.74,467.06
1847,8.99,39.04,1021.99,75.98,483.35
1848,5.71,45.87,1012.04,93.42,482.49
1849,28.28,61.86,1012.07,64.49,439.65
1850,15.27,56.89,1013.28,86.92,456.72
1851,20.85,56.89,1013.15,68.22,450.07
1852,10.17,41.17,1018.58,87.72,478.04
1853,18.88,43.69,1016.77,46.88,464.63
1854,23.22,69.04,1009.65,89.05,448.6
1855,22.62,51.3,1012.36,81.02,448.27
1856,26.69,70.36,1006.82,68.29,435.04
1857,25.5,63.56,1013.85,64.69,442.28
1858,29.44,65.51,1014.82,56.49,445.67
1859,19.62,62.96,1020.76,76.53,456.02
1860,4.47,35.19,1018.78,92.68,487.43
1861,11.41,41.54,1019.94,66.49,477.89
1862,8.3,43.13,1020.02,83.11,484.07
1863,30.3,73.67,1005.57,58.74,431.57
1864,17.67,45.09,1014.26,51.92,457.67
1865,32.21,71.85,1008.25,58.09,429.15
1866,9.59,40.11,1026.05,74.27,470.71
1867,18.18,67.71,1004.5,87.26,449.24
1868,11.49,44.2,1018.79,91.14,475.51
1869,13.32,38.73,1005.37,88.48,472.33
1870,10.32,41.46,1017.98,87.66,479.61
1871,30.34,71.25,1000.94,67.29,431.18
1872,19.7,54.42,1011.83,89.86,450.48
1873,29.33,64.84,1010.76,53.32,443.15
1874,26.55,69.45,1013.92,52.22,434.55
1875,28.86,73.18,1012.46,68.8,427.01
1876,12.7,39.72,1017.89,62.97,467.77
1877,7.94,40.56,1023.25,80.84,488.01
1878,26.38,59.92,1009.99,71.91,444.85
1879,4.65,35.19,1018.23,94.78,489.36
1880,16.09,65.46,1013.84,85.52,454.88
1881,27.77,63.87,1017.97,38.77,444.06
1882,31.46,71.29,1008.57,41.79,430.8
1883,22.1,68.12,1012.71,79.77,440.08
1884,19.39,68.61,1011.09,96.51,446.47
1885,22.89,48.98,1014.55,48.21,448.56
1886,19.21,58.49,1011.7,91.29,452.82
1887,26.9,59.14,1016.18,70.88,436.16
1888,28.53,49.3,1003.83,59.69,438.17
1889,13.63,43.22,1012.71,72.85,464.62
1890,23.07,69.23,1011.78,76.06,437.08
1891,25.2,57.5,1015.19,59.62,446.26
1892,17.3,42.24,1017.07,64.52,469.21
1893,24.48,64.45,1014.69,51.43,452.82
1894,13.22,44.92,1023.84,87.99,471.43
1895,17.3,47.45,1010.29,87.13,448.79
1896,18.87,67.71,1004.0,87.35,444.77
1897,28.53,76.86,999.08,75.77,431.64
1898,31.81,69.88,1007.94,55.91,432.6
1899,18.63,61.27,1019.69,73.67,454.03
1900,24.43,61.25,1011.66,85.24,436.05
1901,9.58,38.08,1019.49,67.54,478.5
1902,29.06,64.96,1000.88,62.07,430.24
1903,6.67,36.08,1022.31,83.51,486.52
1904,15.52,43.7,1015.8,76.27,466.38
1905,24.19,46.21,1010.79,62.04,440.87
1906,23.63,58.62,1016.45,69.97,445.51
1907,16.62,54.3,1017.99,63.76,459.59
1908,10.33,41.44,1015.24,86.72,478.79
1909,8.51,34.69,1026.96,75.34,481.83
1910,26.19,65.61,1014.51,54.52,443.73
1911,25.93,60.29,1017.62,50.03,444.04
1912,27.45,64.34,1007.12,65.87,440.0
1913,12.16,45.0,1021.51,50.52,482.99
1914,18.97,44.85,1014.86,46.31,466.17
1915,24.82,66.48,1006.4,70.21,433.62
1916,9.19,41.01,1022.14,98.98,468.37
1917,22.92,61.9,1013.27,78.32,446.08
1918,26.75,60.96,1012.05,56.77,447.93
1919,15.68,39.16,1006.09,75.62,461.98
1920,23.46,73.18,1012.07,88.14,438.62
1921,27.39,69.14,1008.82,78.35,435.22
1922,34.2,68.14,1002.7,56.09,427.05
1923,7.71,40.71,1021.53,95.48,471.38
1924,26.95,48.41,1008.53,62.94,436.54
1925,16.77,49.39,1018.61,95.86,459.38
1926,35.01,74.67,1016.1,26.3,428.48
1927,18.36,51.43,1010.57,90.17,459.8
1928,25.57,62.96,1019.92,58.34,444.81
1929,5.8,45.87,1009.14,92.06,481.6
1930,24.44,73.5,1011.49,87.39,437.73
1931,12.24,40.66,1017.4,96.22,464.7
1932,18.43,56.03,1020.41,60.55,465.17
1933,25.69,62.26,1011.38,74.08,436.36
1934,10.33,44.92,1025.34,85.67,476.99
1935,9.47,41.4,1026.49,87.9,479.68
1936,15.64,44.21,1020.17,83.28,462.42
1937,16.17,41.79,1005.78,78.8,454.72
1938,9.1,39.42,1025.28,68.78,471.85
1939,6.59,39.37,1020.34,77.92,488.17
1940,20.42,62.96,1020.34,84.0,452.08
1941,23.38,58.82,1012.27,77.87,446.54
1942,18.67,58.46,1016.73,87.7,447.16
1943,11.29,41.5,1013.39,89.15,476.04
1944,26.2,71.73,1009.99,74.99,434.08
1945,13.11,41.58,1020.43,74.32,460.44
1946,14.09,44.84,1023.65,94.29,466.12
1947,23.38,54.42,1013.95,73.02,451.87
1948,23.67,71.77,1004.76,86.13,434.47
1949,31.7,70.36,1006.26,58.18,438.38
1950,27.78,70.8,1009.81,79.57,431.44
1951,21.11,58.49,1011.6,80.44,449.16
1952,8.85,41.06,1020.99,86.05,486.4
1953,23.67,68.67,1006.71,77.22,445.32
1954,7.92,36.08,1021.01,81.84,482.98
1955,12.31,44.03,1007.78,94.42,468.13
1956,19.99,65.94,1012.28,75.42,447.22
1957,16.68,53.16,1014.32,78.02,456.29
1958,27.68,69.34,1008.28,70.9,436.37
1959,29.46,71.94,1006.96,62.26,428.54
1960,18.41,42.44,1012.66,65.93,463.2
1961,14.94,42.77,1018.06,75.35,460.51
